block_id	page	locus	kind	paragraph_start	paragraph_end	ivtff_raw	target	readings_json
f76r.51--f76r.56	f76r	f76r.55	P	0	0	sain.sheey.or.ar.al.solshey.okeedy.ldaiin.checkhey.okedalor	0	"{""zl3b_clean"": ""sain sheey or ar al solshey okeedy ldaiin checkhey okedalor"", ""it2a_clean"": ""sain sheey or or al solshey okeedy ldaiin checthey okedalor"", ""rf1b_clean"": ""sain sheey or or al solshey okeedy ldaiin checthey okedalor""}"
f76r.51--f76r.56	f76r	f76r.56	P	0	1	qokaiin.ol.shedy.qokeey.or.shdy<$>	0	"{""zl3b_clean"": ""qokaiin ol shedy qokeey or shdy"", ""it2a_clean"": ""qokaiin ol shedy qokeey or shdy"", ""rf1b_clean"": ""qokaiin ol she y qokeey or shdy""}"
f77r.25--f77r.37	f77r	f77r.25	P	1	0	<%>otedy.qokar,shedy.qokal.shedar.dal,chedy.daror	0	"{""zl3b_clean"": ""otedy qokar shedy qokal shedar dal chedy daror"", ""it2a_clean"": ""otedy qokor shedy qokal shedar dal chedy daror"", ""rf1b_clean"": ""otedy qokor shedy qokal shedar dal chedy daror""}"
f77r.25--f77r.37	f77r	f77r.26	P	0	0	qoteedy.qokeedy.qokaiin.chcthy.lchedy.qokaly	0	"{""zl3b_clean"": ""qoteedy qokeedy qokaiin chcthy lchedy qokaly"", ""it2a_clean"": ""qoteedy qokeedy qokaiin chcthy lchedy qokaly"", ""rf1b_clean"": ""qoteedy qokee y qokaiin chcthy lche y qokaly""}"
f77r.25--f77r.37	f77r	f77r.27	P	0	0	solchedy.qokain.okaiin.shedy.qokeedy.qotedy	0	"{""zl3b_clean"": ""solchedy qokain okaiin shedy qokeedy qotedy"", ""it2a_clean"": ""solchedy qokain okaiin shedy qokeedy qotedy"", ""rf1b_clean"": ""solche y qokain okaiin shedy qokeedy qotedy""}"
f77r.25--f77r.37	f77r	f77r.28	P	0	0	olchey.qotey.qokain.olcheedy.sar.lom	0	"{""zl3b_clean"": ""olchey qotey qokain olcheedy sar lom"", ""it2a_clean"": ""olchey qotey qokain olcheedy sar lom"", ""rf1b_clean"": ""olchey qotey qokain olcheedy sar lom""}"
f77r.25--f77r.37	f77r	f77r.29	P	0	0	saiin.cheeol.qokeedy.qokeedy.qotal	0	"{""zl3b_clean"": ""saiin cheeol qokeedy qokeedy qotal"", ""it2a_clean"": ""saiin cheeol qokeedy qokeedy qotal"", ""rf1b_clean"": ""saiin cheeol qokeedy qokeedy qotal""}"
f77r.25--f77r.37	f77r	f77r.30	P	0	0	qokaiin.chckhey.sa,iin.qolkain.cheeky.lol	0	"{""zl3b_clean"": ""qokaiin chckhey sa iin qolkain cheeky lol"", ""it2a_clean"": ""qokaiin chckhey saiin qolkain cheeky lol"", ""rf1b_clean"": ""qokaiin chckhey s aiin qolkain cheeky lol""}"
f77r.25--f77r.37	f77r	f77r.31	P	0	0	qokain.chckhy.qokeey.qotedy.qotedy.qotary	0	"{""zl3b_clean"": ""qokain chckhy qokeey qotedy qotedy qotary"", ""it2a_clean"": ""qokain chckhy qokeey qotedy qotedy qotary"", ""rf1b_clean"": ""qokain chckhy qokeey qote y qotedy qotary""}"
f77r.25--f77r.37	f77r	f77r.32	P	0	0	qor.ain.cheol.ol.chealor.cheey.qet[eiiin:aiin].d[a:y]ry	0	"{""zl3b_clean"": ""qor ain cheol ol chealor cheey qeteiiin dary"", ""it2a_clean"": ""qor ain cheol ol chealor cheey qetaiin dary"", ""rf1b_clean"": ""qor ain cheol ol chealor cheey qeteiiin dary""}"
f77r.25--f77r.37	f77r	f77r.33	P	0	0	daiin.chedy.qol,keedy.qoteeedy.sar.oiiiin.cheety.dy	0	"{""zl3b_clean"": ""daiin chedy qol keedy qoteeedy sar oiiiin cheety dy"", ""it2a_clean"": ""daiin chedy qol keedy qoteeedy sar oiiiin cheety dy"", ""rf1b_clean"": ""daiin chedy qol kee y qoteeedy sar iiiin cheety dy""}"
f77r.25--f77r.37	f77r	f77r.34	P	0	0	qokaiin.shedy.chedy.qolchedy.qokaiin.qokaiin.checkhy.raiin	1	"{""zl3b_clean"": ""qokaiin shedy chedy qolchedy qokaiin qokaiin checkhy raiin"", ""it2a_clean"": ""qokaiin shedy chedy qol chedy qokaiin qokaiin checkhy raiin"", ""rf1b_clean"": ""qokaiin shedy chedy qolche y qokaiin qokaiin checkhy aiin""}"
f77r.25--f77r.37	f77r	f77r.35	P	0	0	solkeey.okaiin.chedy.qokain.sheedy.qokaiin.chedaiin.chealy	0	"{""zl3b_clean"": ""solkeey okaiin chedy qokain sheedy qokaiin chedaiin chealy"", ""it2a_clean"": ""solkeey okaiin chedy qokain sheedy qokaiin chedaiin chealy"", ""rf1b_clean"": ""solkeey okaiin chedy qokain sheedy qotaiin che aiin chealy""}"
f77r.25--f77r.37	f77r	f77r.36	P	0	0	dshedy.pchedy.qotain.chedy.d[o:a]lchl.qokeedy.qokol,olchey	0	"{""zl3b_clean"": ""dshedy pchedy qotain chedy dolchl qokeedy qokol olchey"", ""it2a_clean"": ""dshedy pchedy qotain chedy dolchl qokeedy qokol olchey"", ""rf1b_clean"": ""dshedy pchedy qotain chedy dolchl qokeedy qokol olchey""}"
f77r.25--f77r.37	f77r	f77r.37	P	0	1	teeolain.chey.qoteedy.qokain.cheedy.cheey.lchedy<$>	0	"{""zl3b_clean"": ""teeolain chey qoteedy qokain cheedy cheey lchedy"", ""it2a_clean"": ""teeolain chey qoteedy qokain cheedy cheey lchedy"", ""rf1b_clean"": ""teeolain chey qotee y qokain cheedy cheey lche y""}"
f77r.38--f77r.48	f77r	f77r.38	P	1	0	<%>pol.shedy.qoeedy.qokaiin.chcphey.qol.ltaiin.shedy.qol	0	"{""zl3b_clean"": ""pol shedy qoeedy qokaiin chcphey qol ltaiin shedy qol"", ""it2a_clean"": ""pol shedy qoeedy qokaiin chcphey qol ltaiin shedy qol"", ""rf1b_clean"": ""pol shedy qoee y qokaiin chcphey qol ltaiin she y qol""}"
f77r.38--f77r.48	f77r	f77r.39	P	0	0	olaiin.cheey.sheckhey.lsheey.qykaiin.sheedy.laiin	0	"{""zl3b_clean"": ""olaiin cheey sheckhey lsheey qykaiin sheedy laiin"", ""it2a_clean"": ""olaiin cheey sheckhey lsheey qykaiin sheedy laiin"", ""rf1b_clean"": ""olaiin cheey sheckhey lsheey qykaiin shee y laiin""}"
f77r.38--f77r.48	f77r	f77r.40	P	0	0	daiiin.ol,eeedy.okaiin.sheeol.qotaiin.shody.qoty	0	"{""zl3b_clean"": ""daiiin ol eeedy okaiin sheeol qotaiin shody qoty"", ""it2a_clean"": ""daiiin ol eeedy okaiin sheeol qotaiin shody qoty"", ""rf1b_clean"": ""daiiin ol eee y okaiin sheeol qotaiin o y qoty""}"
f77r.38--f77r.48	f77r	f77r.41	P	0	0	daiin,sh.qolchey.qotedy.qotal.r,ain.chl.s.arol	0	"{""zl3b_clean"": ""daiin sh qolchey qotedy qotal r ain chl s arol"", ""it2a_clean"": ""daiin sh qolchey qotedy qotal rain chlr arol"", ""rf1b_clean"": ""aiin sh qol che qotedy qotal r ain chl s rol""}"
f77r.38--f77r.48	f77r	f77r.42	P	0	0	qokeedy.qotedy.qokeedy.qokeedy.qokeey.[s:r],aiin.al	1	"{""zl3b_clean"": ""qokeedy qotedy qokeedy qokeedy qokeey s aiin al"", ""it2a_clean"": ""qokeedy qotedy qokeedy qokeedy qokeey raiin al"", ""rf1b_clean"": ""qokeedy qote y qokeedy qokeedy qokeey r aiin al""}"
f77r.38--f77r.48	f77r	f77r.43	P	0	0	d,chee,ol.cheedy.qotaiin.qoteedy.qotedy.raiin	1	"{""zl3b_clean"": ""d chee ol cheedy qotaiin qoteedy qotedy raiin"", ""it2a_clean"": ""dchee ol cheedy qotaiin qoteedy qotedy raiin"", ""rf1b_clean"": ""dchee ol cheedy qotaiin qoteedy qote y raiin""}"
f77r.38--f77r.48	f77r	f77r.44	P	0	0	sheey.qepchedy.qol.cheedy.qokear.cheey.loly.dy	0	"{""zl3b_clean"": ""sheey qepchedy qol cheedy qokear cheey loly dy"", ""it2a_clean"": ""sheey qepchedy qol cheedy qokear cheey loly dy"", ""rf1b_clean"": ""sheey qepchedy qol cheedy qoke r cheey loly dy""}"
f77r.38--f77r.48	f77r	f77r.45	P	0	0	qokaiin.ches.lchear.dal.chr.sl,s,ain.ol.raiin.lod	1	"{""zl3b_clean"": ""qokaiin ches lchear dal chr sl s ain ol raiin lod"", ""it2a_clean"": ""qokaiin ches lchear dal chr sls ain ol raiin lod"", ""rf1b_clean"": ""qokaiin ches lchear dal chr sls ain ol r aiin lod""}"
f77r.38--f77r.48	f77r	f77r.46	P	0	0	daiin.chlchpsheey.tal.cheol.dag.as,otey.daiin	0	"{""zl3b_clean"": ""daiin chlchpsheey tal cheol dag as otey daiin"", ""it2a_clean"": ""daiin chlchpsheey tal cheol dam arotey daiin"", ""rf1b_clean"": ""daiin chlchpsheey tal cheol ag ar otey daiin""}"
f77r.38--f77r.48	f77r	f77r.47	P	0	0	ysheey.dal.saiis[o:a]l.sal.dalo.tain.dary.dalo	0	"{""zl3b_clean"": ""ysheey dal saiisol sal dalo tain dary dalo"", ""it2a_clean"": ""ysheey dal saiirol sal dalo tain dary dalo"", ""rf1b_clean"": ""ysheey al saiisol sal dalo tain ary dalo""}"
f77r.38--f77r.48	f77r	f77r.48	P	0	1	sodar.oloky<$>	0	"{""zl3b_clean"": ""sodar oloky"", ""it2a_clean"": ""sodar oloky"", ""rf1b_clean"": ""sodar oloky""}"
f82r.20--f82r.33	f82r	f82r.20	P	1	0	<%>posalshy.qokedy.cphal.shedy.sheol,keeedy.lkaiin.shedy.qoly	0	"{""zl3b_clean"": ""posalshy qokedy cphal shedy sheol keeedy lkaiin shedy qoly"", ""it2a_clean"": ""posalshy qokedy cphal shedy sheol keeedy lkaiin shedy qoly"", ""rf1b_clean"": ""posalshy qoked cphal e y sheolkeee y lkaiin she y qoly""}"
f82r.20--f82r.33	f82r	f82r.21	P	0	0	daiin.cheoky.lkedy.salshey.daiin.chey.qol.chedy.qokeey.dal	0	"{""zl3b_clean"": ""daiin cheoky lkedy salshey daiin chey qol chedy qokeey dal"", ""it2a_clean"": ""daiin cheoky lkedy rolshey daiin chey qol chedy qokeey dal"", ""rf1b_clean"": ""daiin cheoky lkedy solshey daiin chey qol chedy qokeey dal""}"
f82r.20--f82r.33	f82r	f82r.22	P	0	0	qokaiin.cheor.sheey.qokaiin.shckhey.qol,keeedy.qokeeey.ra[s:r]y	0	"{""zl3b_clean"": ""qokaiin cheor sheey qokaiin shckhey qol keeedy qokeeey rasy"", ""it2a_clean"": ""qokaiin cheor sheey qokaiin shckhey qol keeedy qokeeey rary"", ""rf1b_clean"": ""qokaiin cheor sheey qokaiin shckhey qolkeeedy qokeeey rary""}"
f82r.20--f82r.33	f82r	f82r.23	P	0	0	cheey.qcthey.qokeey.lcheey.daiin.chey.qokeeedy.lchedy.lar	0	"{""zl3b_clean"": ""cheey qcthey qokeey lcheey daiin chey qokeeedy lchedy lar"", ""it2a_clean"": ""cheey qcthey qokeey lcheey daiin chey qokeeedy lchedy lar"", ""rf1b_clean"": ""cheey qcthey qokeey lchee daiin chey qokeeed lche y lar""}"
f82r.20--f82r.33	f82r	f82r.24	P	0	0	qokeedy.lcheedy.qokeoy.sal.raiin.qokeey.lkeey.qokeey.raiin.ydy	1	"{""zl3b_clean"": ""qokeedy lcheedy qokeoy sal raiin qokeey lkeey qokeey raiin ydy"", ""it2a_clean"": ""qokeedy lcheedy qokeey sal raiin qokeey lkeey qokeey raiin ydy"", ""rf1b_clean"": ""qokeedy lcheedy qokee sal raiin qokeey lkeey qokeey raiin ydy""}"
f82r.20--f82r.33	f82r	f82r.25	P	0	0	dol.qoesedy.sheea'l.sheedy.lshed.qockhey.lchedy.lar.sheey.ry	0	"{""zl3b_clean"": ""dol qoesedy sheeal sheedy lshed qockhey lchedy lar sheey ry"", ""it2a_clean"": ""dol qoesedy sheeerl sheedy lshed qockhey lchedy lor sheey ry"", ""rf1b_clean"": ""dol qoese sheeerl sheedy lshed qo ckhey lchedy lor sheey ry""}"
f82r.20--f82r.33	f82r	f82r.26	P	0	0	tshey.qokeedy.cheal.lchedar.ches.aiin.oteey.qokaiin.okey	0	"{""zl3b_clean"": ""tshey qokeedy cheal lchedar ches aiin oteey qokaiin okey"", ""it2a_clean"": ""tshey qokeedy cheal lchedar ches aiin oteey qokaiin okey"", ""rf1b_clean"": ""tshey qokeedy cheal lche ar ches aiin oteey qokaiin okey""}"
f82r.20--f82r.33	f82r	f82r.27	P	0	0	pchedy.rsheal.daldy.qokeedy.rshedy.qoteedy.qokeedy.lochedy	0	"{""zl3b_clean"": ""pchedy rsheal daldy qokeedy rshedy qoteedy qokeedy lochedy"", ""it2a_clean"": ""pchedy rsheal daldy qokeedy rshedy qoteedy qokeedy lochedy"", ""rf1b_clean"": ""pche y rsheal dal y qokeedy rshedy qotee y qokeedy loche y""}"
f82r.20--f82r.33	f82r	f82r.28	P	0	0	qokoiin.shedy.qokeedy.qotaiin.chcthey.qoteeol,chey.qokaiin.oly	0	"{""zl3b_clean"": ""qokoiin shedy qokeedy qotaiin chcthey qoteeol chey qokaiin oly"", ""it2a_clean"": ""qokoiin shedy qokeedy qotain chcthey qoteeol chey qokaiin oly"", ""rf1b_clean"": ""qok iin shedy qokee y qotaiin chcthey qoteeol chey qokaiin oly""}"
f82r.20--f82r.33	f82r	f82r.29	P	0	0	d,cheey.lchedy.qokeedy.lchedy.rchedy.ok{chh}y.qotedy.qoty.qoty	0	"{""zl3b_clean"": ""d cheey lchedy qokeedy lchedy rchedy oky qotedy qoty qoty"", ""it2a_clean"": ""dcheey lchedy qokeedy lchedy rchedy okchhy qotedy qoty qoty"", ""rf1b_clean"": ""dcheey lche y qokeedy lchedy rchedy oky qotedy qoty qoty""}"
f82r.20--f82r.33	f82r	f82r.30	P	0	0	qoteey.raiin.cheol.qoteey.shedy.qokeey.lshedy.qokeedy.rag	1	"{""zl3b_clean"": ""qoteey raiin cheol qoteey shedy qokeey lshedy qokeedy rag"", ""it2a_clean"": ""qoteey raiin cheol qoteey shedy qokeey lshedy qokeedy ram"", ""rf1b_clean"": ""qoteey r aiin cheol qoteey shedy qokeey lshe y qokeedy rag""}"
f82r.20--f82r.33	f82r	f82r.31	P	0	0	cheol.ol.rsheedy.lchedy.qoty.lcheeor.qokain.cheedy.lched	0	"{""zl3b_clean"": ""cheol ol rsheedy lchedy qoty lcheeor qokain cheedy lched"", ""it2a_clean"": ""cheol ol rsheedy lchedy qoty lcheeor qokain cheedy lched"", ""rf1b_clean"": ""cheol ol rsheedy lche y qoty lcheeor qokeiin chee y lched""}"
f82r.20--f82r.33	f82r	f82r.32	P	0	0	taiin.shedaiin.chckhey.lchey.lcheckhy.sheey.lr.chey.rain	0	"{""zl3b_clean"": ""taiin shedaiin chckhey lchey lcheckhy sheey lr chey rain"", ""it2a_clean"": ""teoiin she daiin chckhey lchey lcheckhy sheey lr chey rain"", ""rf1b_clean"": ""teoiin she daiin chckhey lchey lcheckhy sheey lr chey r ain""}"
f82r.20--f82r.33	f82r	f82r.33	P	0	1	sain.ol,cheol.{ikh}ey.cheor.chey<$>	0	"{""zl3b_clean"": ""sain ol cheol ey cheor chey"", ""it2a_clean"": ""sain ol cheol ikhey cheor chey"", ""rf1b_clean"": ""sain ol cheol ey cheor chey""}"
f88r.7--f88r.11	f88r	f88r.7	P	1	0	<%>dorsheoy.ctheol.qockhey.dory.sheor.sholfchor.dal.chcthol	0	"{""zl3b_clean"": ""dorsheoy ctheol qockhey dory sheor sholfchor dal chcthol"", ""it2a_clean"": ""dorsheoy ctheol qockhey dory sheor sholfchor dal chckhod"", ""rf1b_clean"": ""doreoy ctheol qockhey dory sheor sholfchor dal chcthol""}"
f88r.7--f88r.11	f88r	f88r.8	P	0	0	[r:s]al,sheom.keol,chear.shekor.qokor.daiin.sar.s,aiin.oky.sam	1	"{""zl3b_clean"": ""ral sheom keol chear shekor qokor daiin sar s aiin oky sam"", ""it2a_clean"": ""sal sheom kol chear shekor qokor daiin sar raiin oky sam"", ""rf1b_clean"": ""sal sheom keol chear shekor qokor aiin sar s aiin oky sam""}"
f88r.7--f88r.11	f88r	f88r.9	P	0	0	oain.or.om.otam.okeom.cheeor.qokeody.dar.or.om.cheody	0	"{""zl3b_clean"": ""oain or om otam okeom cheeor qokeody dar or om cheody"", ""it2a_clean"": ""oain or om otam okeom cheeor qokeody dar or om cheody"", ""rf1b_clean"": ""oain or om otam okeom cheeor qokeody dar or om cheody""}"
f88r.7--f88r.11	f88r	f88r.10	P	0	0	qokeol.cheol.saiin.cheos.cheol.doleeey.or.cheom.cheo[j:m]am	0	"{""zl3b_clean"": ""qokeol cheol saiin cheos cheol doleeey or cheom cheojam"", ""it2a_clean"": ""qokeol cheol saiin cheos cheol doleeey or cheom cheomam"", ""rf1b_clean"": ""qokeol cheol saiin cheos cheol doleeey or cheom cheomam""}"
f88r.7--f88r.11	f88r	f88r.11	P	0	1	yokeody.cheom.qoor.cheeb.ykeor.shy.sam<$>	0	"{""zl3b_clean"": ""yokeody cheom qoor cheeb ykeor shy sam"", ""it2a_clean"": ""yokeody cheom qoor chees ykeor shy sam"", ""rf1b_clean"": ""yokeody cheom qoor cheeb ykeor shy sam""}"
f95v1.9--f95v1.10	f95v1	f95v1.9	P	1	0	<%>tshey,taiin.ol,k,shol,kshed.qokeeod.raiin.qokeey.qoko.skchdy	1	"{""zl3b_clean"": ""tshey taiin ol k shol kshed qokeeod raiin qokeey qoko skchdy"", ""it2a_clean"": ""tshey taiin ol kshol kshed qokeeod raiin qokeey qoko skchdy"", ""rf1b_clean"": ""tshey taiin ol k shol kshed qokeeod r aiin qokeey qoko skch y""}"
f95v1.9--f95v1.10	f95v1	f95v1.10	P	0	1	sain.sheyk.chody.k.chedain.chedaiin.otain.daiin<$>	0	"{""zl3b_clean"": ""sain sheyk chody k chedain chedaiin otain daiin"", ""it2a_clean"": ""sain sheyk chody kchedaiin chedaiin otain daiin"", ""rf1b_clean"": ""sain eyk chody k chedain chedeiiin otain aiin""}"
