page	panel_id	record_id	locus	position	word	model	reading	candidate_ids	status
f77r	F77_TOP_ARCH	F77_P1	f77r.16	5	shedy	N2	⟦shedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	6	qolcheedy	N2	⟦qolcheedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	7	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.16	8	lol	N2	⟦lol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	1	qoteedy	N2	⟦qoteedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	2	qoteedy	N2	⟦qoteedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	3	qokedy	N2	⟦qokedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	4	sheed	N2	⟦sheed⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	5	qeey	N2	⟦qeey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	6	saiin	N2	⟦saiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	7	sheety	N2	⟦sheety⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	8	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.17	9	lol	N2	⟦lol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	1	daiin	N2	⟦daiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	2	cheedy	N2	⟦cheedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	3	lshey	N2	⟦lshey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	4	qo	N2	⟦qo⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	5	l	N2	⟦l⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	6	or	N2	⟦or⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	7	chees	N2	⟦chees⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	8	sheckhedy	N2	⟦sheckhedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	9	qol	N2	⟦qol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	10	cheedy	N2	⟦cheedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.18	11	qotaiin	N2	⟦qotaiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	1	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	2	lchey	N2	⟦lchey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	3	lsheey	N2	⟦lsheey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	4	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	5	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	6	qokar	N2	⟦qokar⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	7	qokeey	N2	⟦qokeey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	8	laiin	N2	⟦laiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	9	chey	N2	⟦chey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	1	qotain	N2	⟦qotain⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	2	sheal	N2	⟦sheal⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	3	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	4	qoteey	N2	⟦qoteey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	5	qokain	N2	⟦qokain⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	6	sheey	N2	⟦sheey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	7	qotedy	N2	⟦qotedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	8	dalchedy	N2	⟦dalchedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	1	chedaiin	N2	⟦chedaiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	2	shedy	N2	⟦shedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	3	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	4	qokedy	N2	⟦qokedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	5	qokeey	N2	⟦qokeey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	6	chedy	N2	⟦chedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	7	shear	N2	⟦shear⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	8	olaiiny	N2	⟦olaiiny⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	1	qoteedy	N2	⟦qoteedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	2	al	N2	⟦al⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	3	lchedy	N2	⟦lchedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	4	r	N2	⟦r⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	5	oin	N2	⟦oin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	6	chy	N2	⟦chy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	7	chedaiin	N2	⟦chedaiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	8	cheey	N2	⟦cheey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	9	okedy	N2	⟦okedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	10	qoky	N2	⟦qoky⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.23	1	sheoky	N2	⟦sheoky⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.23	2	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.23	3	chedy	N2	⟦chedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.23	4	lchedy	N2	⟦lchedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.23	5	olshedy	N2	⟦olshedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.23	6	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.23	7	chedy	N2	⟦chedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.23	8	qokal	N2	⟦qokal⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.24	1	daiin	N2	⟦daiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.24	2	dol	N2	⟦dol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.24	3	shor	N2	⟦shor⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.24	4	cphey	N2	⟦cphey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.24	5	lfcheal	N2	⟦lfcheal⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.24	6	shear	N2	⟦shear⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.24	7	qolchy	N2	⟦qolchy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.25	1	otedy	N2	[L03: lokale Kennung otedy]	L03	CONDITIONAL_LABEL_RESOLUTION
f77r	F77_MIDDLE_BODY	F77_P2	f77r.25	2	qokar	N2	⟦qokar⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.25	3	shedy	N2	⟦shedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.25	4	qokal	N2	⟦qokal⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.25	5	shedar	N2	⟦shedar⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.25	6	dal	N2	⟦dal⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.25	7	chedy	N2	⟦chedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.25	8	daror	N2	⟦daror⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.26	1	qoteedy	N2	⟦qoteedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.26	2	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.26	3	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.26	4	chcthy	N2	⟦chcthy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.26	5	lchedy	N2	⟦lchedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.26	6	qokaly	N2	⟦qokaly⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.27	1	solchedy	N2	⟦solchedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.27	2	qokain	N2	⟦qokain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.27	3	okaiin	N2	⟦okaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.27	4	shedy	N2	⟦shedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.27	5	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.27	6	qotedy	N2	⟦qotedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.28	1	olchey	N2	⟦olchey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.28	2	qotey	N2	⟦qotey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.28	3	qokain	N2	⟦qokain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.28	4	olcheedy	N2	⟦olcheedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.28	5	sar	N2	⟦sar⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.28	6	lom	N2	⟦lom⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.29	1	saiin	N2	⟦saiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.29	2	cheeol	N2	⟦cheeol⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.29	3	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.29	4	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.29	5	qotal	N2	⟦qotal⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.30	1	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.30	2	chckhey	N2	⟦chckhey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.30	3	sa	N2	⟦sa⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.30	4	iin	N2	⟦iin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.30	5	qolkain	N2	⟦qolkain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.30	6	cheeky	N2	⟦cheeky⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.30	7	lol	N2	⟦lol⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.31	1	qokain	N2	⟦qokain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.31	2	chckhy	N2	⟦chckhy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.31	3	qokeey	N2	⟦qokeey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.31	4	qotedy	N2	⟦qotedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.31	5	qotedy	N2	⟦qotedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.31	6	qotary	N2	⟦qotary⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.32	1	qor	N2	⟦qor⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.32	2	ain	N2	⟦ain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.32	3	cheol	N2	⟦cheol⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.32	4	ol	N2	⟦ol⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.32	5	chealor	N2	⟦chealor⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.32	6	cheey	N2	⟦cheey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.32	7	qeteiiin	N2	⟦qeteiiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.32	8	dary	N2	⟦dary⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	1	daiin	N2	⟦daiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	2	chedy	N2	⟦chedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	3	qol	N2	⟦qol⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	4	keedy	N2	⟦keedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	5	qoteeedy	N2	⟦qoteeedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	6	sar	N2	⟦sar⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	7	oiiiin	N2	⟦oiiiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	8	cheety	N2	⟦cheety⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	9	dy	N2	⟦dy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.34	1	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.34	2	shedy	N2	⟦shedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.34	3	chedy	N2	⟦chedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.34	4	qolchedy	N2	⟦qolchedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.34	5	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.34	6	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.34	7	checkhy	N2	⟦checkhy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.34	8	raiin	N2	⟦raiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.35	1	solkeey	N2	⟦solkeey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.35	2	okaiin	N2	⟦okaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.35	3	chedy	N2	⟦chedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.35	4	qokain	N2	⟦qokain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.35	5	sheedy	N2	⟦sheedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.35	6	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.35	7	chedaiin	N2	⟦chedaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.35	8	chealy	N2	⟦chealy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.36	1	dshedy	N2	⟦dshedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.36	2	pchedy	N2	⟦pchedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.36	3	qotain	N2	⟦qotain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.36	4	chedy	N2	⟦chedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.36	5	dolchl	N2	⟦dolchl⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.36	6	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.36	7	qokol	N2	⟦qokol⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.36	8	olchey	N2	⟦olchey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.37	1	teeolain	N2	⟦teeolain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.37	2	chey	N2	⟦chey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.37	3	qoteedy	N2	⟦qoteedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.37	4	qokain	N2	⟦qokain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.37	5	cheedy	N2	⟦cheedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.37	6	cheey	N2	⟦cheey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.37	7	lchedy	N2	⟦lchedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	1	pol	N2	⟦pol⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	2	shedy	N2	⟦shedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	3	qoeedy	N2	⟦qoeedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	4	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	5	chcphey	N2	⟦chcphey⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	6	qol	N2	⟦qol⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	7	ltaiin	N2	⟦ltaiin⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	8	shedy	N2	⟦shedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	9	qol	N2	⟦qol⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.39	1	olaiin	N2	[L22: lokale Kennung olaiin]	L22	CONDITIONAL_LABEL_RESOLUTION
