joint_tuple_id	surface_family	common_visible_core	occurrences	records	pages	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	reading_type	local_expansion_examples_de	variation_note	previous_semantic_segmentation	previous_stable_concrete_nucleus_de	previous_concrete_word_reading_de	paradigm_revision	revision_strength	revision_note	component_completion_previous_segmentation	component_completion_previous_nucleus_de	component_completion_previous_gloss_de	component_completion_source	component_completion_strength	component_completion_note	direction_previous_segmentation	direction_previous_nucleus_de	direction_previous_gloss_de	direction_revision_source	direction_revision_strength	direction_revision_note	quantity_previous_segmentation	quantity_previous_nucleus_de	quantity_previous_gloss_de	quantity_revision_source	quantity_revision_strength	quantity_revision_note	state_endpoint_previous_segmentation	state_endpoint_previous_nucleus_de	state_endpoint_previous_gloss_de	state_endpoint_revision_family	state_endpoint_revision_strength	state_endpoint_revision_note	filtration_previous_segmentation	filtration_previous_nucleus_de	filtration_previous_gloss_de	filtration_revision_family	filtration_revision_strength	filtration_revision_note	application_previous_segmentation	application_previous_nucleus_de	application_previous_gloss_de	application_revision_family	application_revision_strength	application_revision_note	r3_previous_segmentation	r3_previous_nucleus_de	r3_previous_gloss_de	r3_revision_family	r3_revision_strength	r3_revision_note
0f15effeca7ab10bb026	lchedar	lchedar	1	B2	f82r	L+CHED+AR_SOURCE	L+CHED=hinausführen; AR=Quelle	aus der Quelle hinausführen	SELECTED_DIRECTIONAL_COMPLETION__DIRECTION_WORKSHOP	Richtungsfassung: aus der Quelle hinausführen	NONE; Revision: Einzelbeleg; die alte Lesung kühles Wasser enthält eine nicht sichtbare Temperatur.; direction: The former temperature value is removed.	lchedar=kühles Wasser	kühles Wasser	kühles Wasser	CHED_PARADIGM	MEDIUM_HIGH	Einzelbeleg; die alte Lesung kühles Wasser enthält eine nicht sichtbare Temperatur.				UNCHANGED	UNCHANGED	NOT_APPLICABLE	L+CHED+AR	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; AR=aus oder von	aus einer Quelle oder Station abführen	DIRECTION_WORKSHOP	SELECTED_COMPOSITIONAL	The former temperature value is removed.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	L+CHED+AR_SOURCE	L+CHED=hinausführen; AR=Quelle	aus der Quelle hinausführen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
0f18de177ed7c878bf95	dl	dl	2	B1	f81v	dl=Badezusatz	Badezusatz	Badezusatz	CONCRETE_MEMORIZED_WHOLE_WORD	Der vorbereitete Bade- oder Waschzusatz	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	dl=Badezusatz	Badezusatz	Badezusatz	UNCHANGED	UNCHANGED	NOT_APPLICABLE
10488b911aae52b3b334	otchor|qotchor	otchor	2	H2|H5	f10r|f56r	OT_NEXT+OR_BATCH	OT=nächster; OR=Ansatz	der nächste Ansatz	R3_MEDIUM_SUBSTANCE__OR_BATCH	R3-Mediumfassung: der nächste Ansatz	eine Bedeutung, mehrere lokale Anwendungen; direction: Removes a separate selection root.; quantity/preparation: Two Herbal records preserve the next-preparation relation.; R3: Two Herbal events preserve the next-batch composition.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	otchor=zweite Auswahl	zweite Auswahl	zweite Auswahl	RECURRENT_COMPOSITION	SELECTED_RECURRENT_COMPOSITION	Removes a separate selection root.	Q_RENDERER+OT+CH_RENDERER+OR_PREPARATION	OT=nächste; OR=Zubereitung	die nächste Zubereitung	PREPARATION_COMPOSITION	SELECTED_RECURRENT	Two Herbal records preserve the next-preparation relation.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OT+OR_PREPARATION	OT=nächste; OR=Zubereitung	die nächste Zubereitung	OR_BATCH	SELECTED_RECURRENT_COMPOSITION	Two Herbal events preserve the next-batch composition.
12efe866f335461823a6	chair	chair	1	H1	f10r	CH_LEARNED_INLET+AIR_WATER	AIR=Wasser; CH=gelernte Zulaufhülle	Wasserzulauf	R3_MEDIUM_SUBSTANCE__AIR_WATER	R3-Mediumfassung: Wasserzulauf	NONE; direction: The Herbal owner does not draw water; liquid is a workshop default.; R3: Vessel then CHAIR then collection supports water entering the Herbal preparation.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	air=fließende Flüssigkeit	fließende Flüssigkeit	Quellwasser	DIRECTION_WORKSHOP	SELECTED_THIN	The Herbal owner does not draw water; liquid is a workshop default.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	CH_LEARNED+AIR_FLOW	AIR=fließende Flüssigkeit im Lauf	Flüssigkeitszulauf	AIR_WATER	SELECTED_SINGLETON_COMPOSITION	Vessel then CHAIR then collection supports water entering the Herbal preparation.
1322bc176443fc2a8a86	qokokchy	qokokchy	1	H5	f56r	OK+OK+CHY[wrapped Y_REFERENT]	OK+OK=erneuter Arbeitsaufruf; CHY=laufender Posten	den laufenden Posten erneut in Arbeit nehmen	SELECTED_COMPONENT_COMPLETION__Y_CHY	Komponentenfassung: den laufenden Posten erneut in Arbeit nehmen	NONE; Revision: trocken verwahren gestrichen; completion: Repeat, not intensity, is selected for this single doubled-OK card.	qokokchy=trocken verwahren	trocken verwahren	trocken verwahren	OK_PARADIGM	PARTIAL_COMPOSITION	trocken verwahren gestrichen	OK+OK+CHY[Y]?	OK=in den laufenden Arbeitsgang setzen; zweiter Aktivierungsaufruf plus aktueller Ansatz	Ansatz erneut oder kräftig in Arbeit nehmen	Y_CHY	SELECTED_PARTIAL_COMPOSITION	Repeat, not intensity, is selected for this single doubled-OK card.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+OK+CHY[wrapped Y_REFERENT]	OK+OK=erneuter Arbeitsaufruf; CHY=laufender Posten	den laufenden Posten erneut in Arbeit nehmen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
1496a731803a9f48d2e1	rol	rol	1	B1	f81v	rol=vor dem Abkühlen	vor dem Abkühlen	vor dem Abkühlen	CONCRETE_MEMORIZED_WHOLE_WORD	Bevor es abkühlt	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	rol=vor dem Abkühlen	vor dem Abkühlen	vor dem Abkühlen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
1645e612504fcef59ced	okain|qokain	okain	7	B1|B2|B3|B4	f81v|f82r|f83r	OK+AIN_PORTION	OK=in Arbeit setzen; AIN=Portion	eine Portion zugeben	SELECTED_QUANTITY_PREPARATION__QUANTITY_COMPOSITION	Mengen-/Zubereitungsfassung: eine Portion zugeben	NONE; Revision: Portion geben bleibt, Gefäßargument wird nicht lexikalisiert; quantity/preparation: Seven events preserve the OK plus portion contribution.	ok=geben + ain=Portion	geben + Portion	Portion geben	OK_PARADIGM	CLOSED_STRONG	Portion geben bleibt, Gefäßargument wird nicht lexikalisiert				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+AIN	OK=in den laufenden Arbeitsgang setzen; abgegrenzte Portion	eine Portion einsetzen oder zugeben	QUANTITY_COMPOSITION	SELECTED_PRODUCTIVE	Seven events preserve the OK plus portion contribution.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+AIN_PORTION	OK=in Arbeit setzen; AIN=Portion	eine Portion zugeben	UNCHANGED	UNCHANGED	NOT_APPLICABLE
1779decef17481ec2853	qotedaiin	qotedaiin	1	B3	f83r	qotedaiin=breites Gefäß	breites Gefäß	breites Gefäß	CONCRETE_MEMORIZED_WHOLE_WORD	Das breite Gefäß	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	qotedaiin=breites Gefäß	breites Gefäß	breites Gefäß	UNCHANGED	UNCHANGED	NOT_APPLICABLE
1b1ffdd869fb1429ad03	oldy	oldy	2	B4|H4	f55v|f83r	ol=weiter + dy=Ende	weiter + Ende	weiterführen; Ende	REUSABLE_MORPHEME_COMPOUND	Beende diesen Gebrauch || Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt	eine Bedeutung, mehrere lokale Anwendungen				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	ol=weiter + dy=Ende	weiter + Ende	weiterführen; Ende	UNCHANGED	UNCHANGED	NOT_APPLICABLE
1bfd786e6b8b63734a59	solkeey	solkeey	1	B6	f83r	SOLK_COLLECTION+GRADE_2+Y_CURRENT_ITEM	SOLK=Auffangstelle; EE=länger; Y=aktueller Posten	länger auffangen	SELECTED_FILTRATION__SOLK_COLLECTION	Filtrationsfassung: länger auffangen	NONE; completion: One open event at the same owner; not a global SOLK root.; state/endpoint: Y supplies the item, not openness; the sustained cell begins B6.; filtration: Sustained collection at the local owner-bound receiving station.				UNCHANGED	UNCHANGED	NOT_APPLICABLE	solkeey=Beckenstation	Beckenstation	Beckenstation	HOLD_CORES	SELECTED_LOCAL_STATION	One open event at the same owner; not a global SOLK root.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OLK~SOLK_COLLECTION_STATION+GRADE_2	gelernte lokale Sammelstellenfamilie; längerer Grad	Sammelstelle länger offen halten	SOLK_STATE_GRID	SELECTED_LOCAL_SINGLETON	Y supplies the item, not openness; the sustained cell begins B6.	SOLK_COLLECTION+GRADE_2+Y_CURRENT_ITEM	SOLK=Auffangstelle; EE=länger; Y=aktueller Posten	den Posten länger an der Auffangstelle halten	SOLK_COLLECTION	SELECTED_LOCAL_GRADED_FAMILY	Sustained collection at the local owner-bound receiving station.				UNCHANGED	UNCHANGED	NOT_APPLICABLE	SOLK_COLLECTION+GRADE_2+Y_CURRENT_ITEM	SOLK=Auffangstelle; EE=länger; Y=aktueller Posten	länger auffangen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
204b04837409088c48f9	oltchy	oltchy	1	H4	f55v	oltchy=gelind erwärmen	gelind erwärmen	gelind erwärmen	CONCRETE_MEMORIZED_WHOLE_WORD	Erwärme sie gelinde	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	oltchy=gelind erwärmen	gelind erwärmen	gelind erwärmen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
21ed2873b71e57269c08	chckhal	chckhal	1	B4	f83r	chckhal=Dauer	Dauer	Dauer	CONCRETE_MEMORIZED_WHOLE_WORD	Für die angegebene Dauer	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	chckhal=Dauer	Dauer	Dauer	UNCHANGED	UNCHANGED	NOT_APPLICABLE
